INFO:root:{'message_id': 1528, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381236, 'text': '678'}
INFO:root:{'message_id': 1529, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381237, 'text': '678'}
INFO:root:{'message_id': 1530, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381237, 'text': '678'}
INFO:root:{'message_id': 1531, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381237, 'text': '678'}
INFO:root:{'message_id': 1532, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381237, 'text': '678'}
INFO:root:{'message_id': 1535, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381238, 'text': '678'}
INFO:root:{'message_id': 1540, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381242, 'text': 'B'}
INFO:root:{'message_id': 1543, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381243, 'text': '678'}
INFO:root:{'message_id': 1552, 'from': {'id': 53897920, 'is_bot': False, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'language_code': 'it'}, 'chat': {'id': 53897920, 'first_name': 'Luca 🍀', 'username': 'Luca2596', 'type': 'private'}, 'date': 1558381255, 'text': '7001 38'}
